titulo,autores,anio,revista,doi,bloque,consulta,fuente_api,resumen
Evaluation of Soy Hulls as a Potential Ingredient of Functional Foods for the Prevention of Obesity,"Olguin, María Catalina; Posadas, Marta Delia; Revelant, Gilda Celina; Labourdette, Verónica Beatriz; Elías, Héctor Daniel; Venezia, María Rosa",2010,Ecology of Food and Nutrition,10.1080/03670240903540974,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Enzyme technology for precision functional food ingredient processes,"Meyer, Anne S.",2010,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2009.05255.x,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref," A number of naturally occurring dietary substances may exert physiological benefits. The production of enhanced levels or particularly tailored versions of such candidate functional compounds can be targeted by enzymatic catalysis. The recent literature contains examples of enhancing bioavailability of iron via enzyme‐catalyzed degradation of phytate in wheat bran, increasing diacyl‐glycerol and conjugated linoleic acid levels by lipase action, enhancing the absorption of the citrus flavonoid hesperetin via rhamnosidase treatment, and obtaining solubilized dietary fiber via enzymatic modification of potato starch processing residues. Such targeted enzyme‐catalyzed reactions provide new invention opportunities for designing functional foods with significant health benefits. The provision of well‐defined naturally structured compounds can, moreover, assist in obtaining the much‐needed improved understanding of the physiological benefits of complex natural substances. "
Effect of food ingredient on microwave freeze drying of instant vegetable soup,"Wang, Rui; Zhang, Min; Mujumdar, Arun S.",2010,LWT - Food Science and Technology,10.1016/j.lwt.2010.03.007,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
"Consumer preference for energy, fat, salt and ingredient information in catering outlets","Mackison, D.; Anderson, A. S.; Wrieden, W. L.",2010,Proceedings of the Nutrition Society,10.1017/s0029665109993077,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
"Pharmacokinetics of [6]-shogaol, a pungent ingredient of Zingiber officinale Roscoe (Part I)","Asami, Akitoshi; Shimada, Tsutomu; Mizuhara, Yasuharu; Asano, Takayuki; Takeda, Shuichi; Aburada, Takashi; Miyamoto, Ken-ichi; Aburada, Masaki",2010,Journal of Natural Medicines,10.1007/s11418-010-0404-y,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
<i>Aloe vera</i>as a Functional Ingredient in Foods,"Rodríguez, Elena Rodríguez; Martín, Jacinto Darias; Romero, Carlos Díaz",2010,Critical Reviews in Food Science and Nutrition,10.1080/10408390802544454,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
A Novel Hybrid Chromatography−Crystallization Process for the Isolation and Purification of a Natural Pharmaceutical Ingredient from a Medicinal Herb,"Qu, Haiyan; Christensen, Kathrine B.; Fretté, Xavier C.; Tian, Fang; Rantanen, Jukka; Christensen, Lars P.",2010,Organic Process Research &amp; Development,10.1021/op1000176,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Recent Experience with Botanical Ingredients Submitted to FDA in New Dietary Ingredient Notifications,"Levy, DD",2010,Planta Medica,10.1055/s-0030-1251741,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Preservation of Bioavailability of Ingredients and Lack of Drug-Drug Interactions in a Novel Five-Ingredient Polypill (Polycap™),"Patel, Anil; Shah, Tarang; Shah, Gaurang; Jha, Vijay; Ghosh, Chinmoy; Desai, Jagruti; Khamar, Bakulesh; Chakraborty, Bhaswat S.",2010,American Journal Cardiovascular Drugs,10.2165/11532170-000000000-00000,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
"A new IFRA Standard on the fragrance ingredient, hydroxyisohexyl 3‐cyclohexene carboxaldehyde","Api, Anne Marie; Vey, Matthias",2010,Contact Dermatitis,10.1111/j.1600-0536.2010.01701.x,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Random walk in genome space: A key ingredient of intermittent dynamics of community assembly on evolutionary time scales,"Murase, Yohsuke; Shimada, Takashi; Ito, Nobuyasu; Rikvold, Per Arne",2010,Journal of Theoretical Biology,10.1016/j.jtbi.2010.03.043,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Process modeling and optimization of batch fractional distillation to increase throughput and yield in manufacture of active pharmaceutical ingredient (API),"Yang, Yubo; Tjia, Rosalin",2010,Computers &amp; Chemical Engineering,10.1016/j.compchemeng.2010.03.019,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Public‐Private Partnerships in Hong Kong: Good Governance – The Essential Missing Ingredient?<sup>1</sup>,"Hayllar, Mark Richard",2010,Australian Journal of Public Administration,10.1111/j.1467-8500.2010.00675.x,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,"   In recent years the potential of the Public‐Private Partnership (PPP) model in securing sustainable development has been emphasised by various international organisations including the United Nations(UN) and the Organisation for Economic Cooperation and Development (OECD). These bodies, however, have warned that for PPPs to fulfill their potential as development tools, then both a favourable business environment and key aspects of ‘good governance’ need to be in place and functioning. This article examines PPP policies and projects in the Hong Kong Special Administrative Region of the People's Republic of China (HKSAR) over recent years. Ranked by several key agencies as having the freest economy in the world, Hong Kong might appear to be a particularly promising location for using PPPs to attain economic and social infrastructure development goals. Surprisingly, however, many potential PPP projects there frequently fail to reach fruition. Asking why this should be so, the article argues that the lack of certain critical ingredients of ‘good governance’ in Hong Kong has had a direct and negative impact on the fulfillment of its PPP potential. Of particular concern is government's frequent disregard of public views and the exclusion of the public from early and meaningful participation. This reflects an approach that can perhaps best be described as reliance on ‘Government‐Private’ rather than on ‘Public‐Private’ Partnerships.   "
This Month's Secret Ingredient: <i>Eggs</i>,"Riendeau, Diane",2010,The Physics Teacher,10.1119/1.3393074,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref," Special thanks to Diane Rosenthal, Presentation High School, San Jose, CA, for her help with this column. "
Quantitation of a polymorphic mixture of an active pharmaceutical ingredient with solid state 13C CPMAS NMR spectroscopy,"Virtanen, Tommi; Maunu, Sirkka L.",2010,International Journal of Pharmaceutics,10.1016/j.ijpharm.2010.04.017,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Effects of Technical-Grade Active Ingredient vs. Commercial Formulation of Seven Pesticides in the Presence or Absence of UV Radiation on Survival of Green Frog Tadpoles,"Puglis, Holly J.; Boone, Michelle D.",2010,Archives of Environmental Contamination and Toxicology,10.1007/s00244-010-9528-z,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
"W1695 Effect of Allyl Isothiocyanate, a Pungent Ingredient of Wasabi and Mustard Oil, on Gastric Mucosal Blood Flow and Ulcerogenesis in Rats: Comparison With Capsaicin","Tashima, Kimihito; Raimura, Masaki; Matsumoto, Kenjiro; Chino, Atsushi; Namiki, Takao; Terasawa, Katsutoshi; Horie, Syunji",2010,Gastroenterology,10.1016/s0016-5085(10)63315-x,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
190C: NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY AS A USEFUL TOOL FOR INGREDIENT ANALYSIS OF ARTIFICIAL MATERIALS,"Okuda, T; Hirakawa, K; Mizuno, H; Uysal, C; Ohno, Y; Hyakusoku, H",2010,Plastic and Reconstructive Surgery,10.1097/01.prs.0000371924.11133.87,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
"Energy Drinks: An Assessment of Their Market Size, Consumer Demographics, Ingredient Profile, Functionality, and Regulations in the United States","Heckman, M.A.; Sherry, K.; De Mejia, E. Gonzalez",2010,Comprehensive Reviews in Food Science and Food Safety,10.1111/j.1541-4337.2010.00111.x,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref," 
                     ABSTRACT:  
                    The consumption of energy drinks is rapidly increasing, as demonstrated by their large market growth. The targeted demographic group is teenagers, young adults, 18 to 34 y old; although expansion into nontraditional markets is also occurring. It is claimed that energy drinks can offer an increased energy boost related to their ingredient profile of caffeine, taurine, herbal extracts, and vitamins. Research suggests that energy drink formulations, in addition to increasing energy utilization, may also improve mood, enhance physical endurance, reduce mental fatigue, and increase reaction time. However, in most cases, the corresponding mechanisms of action are not clear. In addition, concerns have been raised over their safety and with a currently weak regulatory environment, efforts need to be made to ensure consumer safety. The objective of this article is to review the current U.S. energy drink market with emphasis on its market size, target demographic, active ingredients, potential benefits, safety, and regulations.
                   "
"Nutritive Evaluation of Protein from Anaerobically Digested Poultry Wastes as a Dietary Ingredient Replacer for Channel Catfish, <i>Ictalurus punctatus</i>","Eya, Jonathan C.; Ashame, Martha F.; Pomeroy, Charles",2010,Journal of the World Aquaculture Society,10.1111/j.1749-7345.2010.00358.x,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,"   Two experiments were conducted to determine the effects of feeding protein derived from anaerobically digested poultry wastes on the performance of channel catfish. In the first experiment, poultry waste protein (PWP) was used as a substitute protein source at 5, 10, 20, 30, and 40% levels on an isonitrogenous and isocalorific basis, and compared to a control (0% PWP) soybean meal/fish meal‐based practical diet. A digestibility trial was conducted with diets containing 0, 5, 10, and 20% PWP. There were no significant differences in growth performance, feed efficiency (FE), protein efficiency ratio (PER), and protein productive value (PPV) of channel catfish fed up to 20% substitution compared to the control diet. At replacement levels of 30 and 40%, there were significant ( P  &lt; 0.05) decreases in growth performance, FE, PER, and PPV. The apparent absorption efficiency was generally high for all the essential amino acids. Although differences in apparent crude protein and phosphorous absorption efficiency were not significant ( P  &gt; 0.05), the coefficients were highest for fish that received recovered protein at 10% dietary level. It is concluded that up to 20% of protein derived from thermophilic anaerobic digestion of poultry wastes can be substituted without negative effect on performance.   "
"Influence of pH, Temperature and Impurities on the Solubility of an Active Pharmaceutical Ingredient (API)","Estime, Nicolas; Teychené, Sébastien; Autret, Jean-Marie; Biscans, Béatrice",2010,International Journal of Chemical Reactor Engineering,10.2202/1542-6580.2099,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref," Solubility, which defines the liquid /solid equilibrium, is a key parameter to control a crystallization process. This work is focused on the effects of pH, temperature and impurities on the aqueous solubility of an Active Pharmaceutical Ingredient (API).As the API is a weak acid (pKa = 3.7), its solubility increases with the pH. On the basis of the experimental curve of solubility, a model was defined to fit the evolution of the solubility as a function of pH. In the case of this compound, studies revealed a weak influence of the temperature in comparison with the pH. So, the solubility of the compound is slightly impacted by the temperature.Some experiments were carried out in order to compare the solubility of the API, at the same pH and temperature, for different concentrations of impurities found in the process. The results revealed a solubility increase in presence of acetic acid and a high solubility decrease in presence of sodium chloride. By carrying out experiments on common ions salts, the anion chloride Cl- has been identified as the cause of the solubility decrease. "
The Earth's Missing Ingredient,"Hirose, Kei",2010,Scientific American,10.1038/scientificamerican0610-76,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Advances in ingredient and processing systems for meat and meat products,"Weiss, Jochen; Gibis, Monika; Schuh, Valerie; Salminen, Hanna",2010,Meat Science,10.1016/j.meatsci.2010.05.008,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
BEAN STARCH AS INGREDIENT FOR GLUTEN-FREE BREAD,"KRUPA, URSZULA; ROSELL, CRISTINA M.; SADOWSKA, JADWIGA; SORAL-ŚMIETANA, MARIA",2010,Journal of Food Processing and Preservation,10.1111/j.1745-4549.2009.00366.x,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Evaluation of the epinecidin-1 peptide as an active ingredient in cleaning solutions against pathogens,"Pan, Chieh-Yu; Rajanbabu, Venugopal; Chen, Jyh-Yih; Her, Guor Mour; Nan, Fan-Hua",2010,Peptides,10.1016/j.peptides.2010.05.011,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Molecules: Plastics ingredient raises concern: Bisphenol A's ‘twin’ may have more potent hormone effects,"Raloff, Janet",2010,Science News,10.1002/scin.5591771218,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Anti-diabetic Effect of Material Fermented Using Rice Bran and Soybean as the Main Ingredient by Bacillus sp.,"Lim, Seong-Il",2010,Journal of the Korean Society for Applied Biological Chemistry,10.3839/jksabc.2010.035,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
"DART mass spectrometry: a fast screening of solid pharmaceuticals for the presence of an active ingredient, as an alternative for IR spectroscopy","Chernetsova, Elena S.; Bochkov, Pavel O.; Ovcharov, Maxim V.; Zhokhov, Sergey S.; Abramovich, Rimma A.",2010,Drug Testing and Analysis,10.1002/dta.136,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
"Antihyperlipidemic Effect of Protodioscin, an Active Ingredient Isolated from the Rhizomes of<i>Dioscorea nipponica</i>","Wang, Tiejie; Choi, Roy; Li, Jun; Li, Jun; Bi, Cathy; Zang, Linquan; Liu, Zhongbo; Dong, Tina; Bi, Kaishun; Tsim, Karl",2010,Planta Medica,10.1055/s-0030-1249960,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Stability-indicating UPLC method for determination of Valsartan and their degradation products in active pharmaceutical ingredient and pharmaceutical dosage forms,"Krishnaiah, Ch.; Reddy, A. Raghupathi; Kumar, Ramesh; Mukkanti, K.",2010,Journal of Pharmaceutical and Biomedical Analysis,10.1016/j.jpba.2010.05.022,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
An in vitro study of anti-human cytomegalovirus effect of Forsythia suspensaand its main active ingredient quercetin,"Dansan, ZHANG",2010,China Journal of Chinese Matera Medica,10.4268/cjcmm20100826,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Effect of an improved local ingredient-based complementary food fortified or not with iron and selected multiple micronutrients on Hb concentration,"Ouédraogo, Hermann Z; Traoré, Tahirou; Zèba, Augustin N; Dramaix-Wilmet, Michèle; Hennart, Philippe; Donnen, Philippe",2010,Public Health Nutrition,10.1017/s1368980010000911,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref," Abstract   Objective  To assess the effect of an improved local ingredient-based gruel fortified or not with selected multiple micronutrients (MM) on Hb concentration of young children.    Design  In a nutrition centre that we opened in their villages, children received either MM supplement (containing iron, zinc, vitamin A, vitamin C and iodine) with the improved gruel (MMGG) or the improved gruel only (GG), twice daily, 6 d/week, for 6 months. We assessed baseline and endpoint Hb concentration and anthropometric indices.    Setting  Kongoussi, a rural and poor district of Burkina Faso.    Subjects  In a community-based trial, we randomly assigned 131 children aged 6–23 months with Hb concentrations in the range of 80–109 g/l into two groups.    Results  The groups did not differ significantly at baseline. Mean baseline Hb concentration was 89·2 ( sd  6·5) g/l and 90·3 ( sd  8·4) g/l in the GG and the MMGG, respectively ( P  = 0·42). It increased to 104·1 ( sd  11·4) g/l in the GG ( P  &lt; 0·001) and 107·6 ( sd  14·7) g/l in the MMGG ( P  &lt; 0·001). The between-group difference of 3·5 (95 % CI −1·0, 8·1) g/l in mean ( sd ) endpoint Hb concentration was not significant ( P  = 0·13). The endpoint anthropometric indices were not different between the groups.    Conclusions  This MM supplement had no additional effect on Hb concentration. Thorough studies are needed to evaluate the actual efficacy of the gruel before its introduction into household routine.  "
Food Use Inert Ingredient Proposed Data Set,"Yowell, James",2010,Journal of ASTM International,10.1520/jai102857,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref," Abstract 
                A discussion of the proposed data for establishing a tolerance or exemption from the requirement of a tolerance for inert ingredients used in pesticide formulations. "
Performance of a resistant starch rich ingredient in the baking and eating quality of short-dough biscuits,"Laguna, Laura; Salvador, Ana; Sanz, Teresa; Fiszman, Susana M.",2011,LWT - Food Science and Technology,10.1016/j.lwt.2010.05.034,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
The use of distillers dried grains plus solubles as a feed ingredient on air emissions and performance from laying hens,"Wu-Haan, W.; Powers, W.; Angel, R.; Applegate, T.J.",2010,Poultry Science,10.3382/ps.2009-00471,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Healthier lipid combination as functional ingredient influencing sensory and technological properties of low‐fat frankfurters,"Delgado‐Pando, Gonzalo; Cofrades, Susana; Ruiz‐Capillas, Claudia; Jiménez‐Colmenero, Francisco",2010,European Journal of Lipid Science and Technology,10.1002/ejlt.201000076,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref," Abstract  Oil (healthier lipid combination of olive, linseed and fish oils)‐in‐water emulsions stabilized with different protein systems (prepared with sodium caseinate (SC), soy protein isolate (SPI) and microbial transglutaminase (MTG)) were used as pork backfat replacers in low‐fat frankfurters. Composition (proximate analysis and fatty acid profile), sensory analysis and technological (processing and purge losses, texture and colour) properties of frankfurters were analysed as affected by the type of oil‐in‐water emulsion and by chilling storage (2°C, 41 days). Frankfurters produced with oil combinations had lower levels of saturated fatty acids (SFA, 19.3%), similar levels of MUFA (46.9%) and higher levels of PUFA (33.6%) than control frankfurters (all pork fat) (39.3, 49.5 and 10.6%, respectively). PUFA/SFA and  n ‐6/ n ‐3 PUFA ratios in control sample were 0.27 and 9.27; in reformulated frankfurters the PUFA/SFA ratio was higher (1.7) and the  n ‐6/ n ‐3 PUFA ratio was lower (0.47). In general, frankfurters had good fat and water binding properties. Colour parameters were affected by formulation and storage time. Compared to control sample, frankfurters made with oil‐in‐water emulsions had higher ( p &lt;0.05) hardness, springiness and chewiness values. Emulsified oil stabilizing systems did not affect sensory characteristics of frankfurters, and all products were judged as acceptable. "
Simplistic is the Ingredient for Mobile Learning,"Baharum, Hanysah; Ismail, Issham; Mohamed Idrus, Rozhan",2010,International Journal of Interactive Mobile Technologies (iJIM),10.3991/ijim.v4i3.1159,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref," This study explored the studentsâ?? acceptance of Mobile Learning via Short Message Service (SMS-Learning) amongst distance learners in the Universiti Sains Malaysia. This study aims to examine the studentâ??s acceptance towards the language use in SMS-Learning content, the cost of communicating and also the navigation of the system. The study employed the qualitative methodology where data were collected through questionnaire that was administered to 105 distance education students from Bachelor of Management, Bachelor of Science, Bachelor of Social Science and Bachelor of Art. The survey responses were tabulated in a 5-point Likert scale and analyzed using the Rasch Measurement Model.  The results indicated that the simple language used in SMS-Learning was accepted by the respondents. By using the language precisely, it leads to high usability of SMS-Learning which will allow it to academically assist them in their study. "
Characterization of a Potential Nutraceutical Ingredient: Pomegranate (Punica granatum L.) Seed Oil Unsaponifiable Fraction,"Caligiani, Augusta; Bonzanini, Francesca; Palla, Gerardo; Cirlini, Martina; Bruni, Renato",2010,Plant Foods for Human Nutrition,10.1007/s11130-010-0173-5,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
"Eating their cake and everyone else's cake, too: Resources as the main ingredient to workplace bullying","Wheeler, Anthony R.; Halbesleben, Jonathon R.B.; Shanine, Kristen",2010,Business Horizons,10.1016/j.bushor.2010.06.002,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
High pressure–treated sorghum flour as a functional ingredient in the production of sorghum bread,"Vallons, Katleen J. R.; Ryan, Liam A. M.; Koehler, Peter; Arendt, Elke K.",2010,European Food Research and Technology,10.1007/s00217-010-1316-5,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Innovative biorefinery concept for sugar-based ethanol industries: Production of protein-rich fungal biomass on vinasse as an aquaculture feed ingredient,"Nitayavardhana, Saoharit; Khanal, Samir Kumar",2010,Bioresource Technology,10.1016/j.biortech.2010.07.048,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Describing the Problem for an Evidence-Based Practice Improvement Project: A Missing Ingredient,"Burke, Robert E.; Levin, Rona F.",2010,Research and Theory for Nursing Practice,10.1891/1541-6577.24.3.155,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Deep stacking poultry litter as feed ingredient in livestock production,"Owen, O.J.; Alawa, J.P.; Wekhe, S.N.; Amakiri, A.O.; Ngodigha, E.M.",2010,Toxicological &amp; Environmental Chemistry,10.1080/02772240903306441,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Granular Formulations and Active Ingredient Distribution from a Rotary Spreader,"Goss, G. Robert; Bernal, Y.; Johnsonbaugh, A.; Henderson, R.",2010,Journal of ASTM International,10.1520/jai102892,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref," Abstract 
                When using a spinner spreader, particle size distribution may affect a gravimetric distribution pattern, larger particles being thrown farther than smaller particles. If active ingredient (AI) concentrations were uneven with respect to particle size, it is possible that a gravimetric distribution analysis (i.e., a spreader calibration) would not accurately reflect AI distribution. This paper discusses granule uniformity and its effect on granular formulation gravimetric distribution and AI distribution. A more uniform particle size provides a more even AI distribution. "
Finger millet in nutrition transition: an infant weaning food ingredient with chronic disease preventive potential,"Kannan, Srimathi",2010,British Journal of Nutrition,10.1017/s0007114510002989,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Nutritional characterization of tomato fiber as a useful ingredient for food industry,"García Herrera, P.; Sánchez-Mata, M.C.; Cámara, M.",2010,Innovative Food Science &amp; Emerging Technologies,10.1016/j.ifset.2010.07.005,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
"<i>Photocure v. Kappos</i>
                    : Different “Active Ingredient” Deserves Drug Patent Extension","Wegner, Harold C.",2010,Biotechnology Law Report,10.1089/blr.2010.9944,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,
Reactions to foodborne Escherichia coli outbreaks: A text-mining analysis of the public's response,Elizabeth M. Glowacki; Joseph B. Glowacki; Arnold Chung; Gary B. Wilcox,2019,American Journal of Infection Control,10.1016/j.ajic.2019.04.004,C_extraccion_desde_ingredientes,"""food labels"" ""text mining""",OpenAlex,
TBT･SPS Notification for Import Foods Labeling Regulation as Trade Barrier: Approaches to Text Mining Analysis,Woo-Ri Ko; Byeong-Ho Lim; Ha-Neul Han,2023,,10.15798/kaici.2023.25.3.109,C_extraccion_desde_ingredientes,"""food labels"" ""text mining""",OpenAlex,"The main objective of this study is to examine the connection between the TBT/SPS labeling notification and trade barrier reports of IPEF member countries, and to devise a strategic response for Korea's imported food labeling system in the future. The analysis involves a comprehensive review of 689 labeling-related notifications spanning from 2013 to 2022 across 14 IPEF countries. To extract relevant keywords and gauge their shifting significance, a country-specific and year-specific TF (Term Frequency) and TF-IDF (Term Frequency-Inverse Document Frequency) analysis was conducted. During the information analysis phase, topic modeling utilizing LDA was employed to delve into the primary labeling concerns prevailing among IPEF countries. This exploration unearthed six major topics, out of which Topics 1 (Warning Labels), 2 (Packaging), 4 (Infant Food), 5 (Genetically Modified Organisms), and 6 (Alcohol) were identified as concrete instances of trade barriers outlined in the United States' trade barrier reports. By evaluating actual TBT and SPS notifications, this study offers insights into the effectiveness of IPEF member countries' food labeling systems as potential trade barriers."
"Informal Rulemaking and Democratic Participation FDA – Food Labeling, FCC – Net Neutrality, a Text Mining Study",Casey P. Shannon,2018,,,C_extraccion_desde_ingredientes,"""food labels"" ""text mining""",OpenAlex,
Use of added sugars in packaged foods sold in Brazil,Tailane Scapin; Ana Carolina Fernandes; Adilson dos Anjos; Rossana Pacheco da Costa Proença,2018,Public Health Nutrition,10.1017/s1368980018002148,C_extraccion_desde_ingredientes,"""food labels"" ""text mining""",OpenAlex,"OBJECTIVE: Studies have shown that the consumption of added sugars may be associated with harmful health effects. The present study investigated the presence and types of added sugars in packaged foods. DESIGN: Cross-sectional analysis of the presence and types of added sugars in the ingredients lists of packaged foods sold in a major Brazilian supermarket. The nomenclature of ingredients classified as added sugars and their frequency were identified. Data were organised and analysed through descriptive statistics: absolute and relative frequencies of the presence of added sugars categorised by food groups were calculated, and ingredients were analysed by text mining using R statistical environment. SETTING: A supermarket in Florianópolis, a metropolis in southern Brazil. SUBJECTS: Packaged food products (n 4539) classified into eight groups. RESULTS: Of the 4539 products, 71 % had some type of added sugar. The group with the highest frequency of added sugars was 'products in which carbohydrates and fats are the main energy source' (93 %). Food groups containing predominantly salty foods had a high frequency of added sugars, such as 'meats and eggs' (61 %). In total, 179 different terms for added sugars were identified, of which sugar, maltodextrin and glucose syrup were the most frequent. CONCLUSIONS: Most of the packaged foods sold in Brazil contain added sugars, which may hamper adherence to the recommendation of limiting added sugars intake. The data may be useful for mon"
ASHP Guidelines on Preventing Medication Errors with Chemotherapy and Biotherapy,Barry R. Goldspiel; James M. Hoffman; Niesha Griffith; Susan Goodin; Robert DeChristoforo; Capt Michael Montello; Judy L. Chase; Sylvia Bartel; Jharana Tina Patel,2015,American Journal of Health-System Pharmacy,10.2146/sp150001,C_extraccion_desde_ingredientes,"""ingredient"" ""nomenclature"" food labels",OpenAlex,"The purposes of these guidelines are to define best practices for the safe use of chemotherapy and biotherapy agents and to assist practitioners in improving their medication-use systems to prevent medication errors and patient harm from these agents. Although the guidelines are intended primarily to address use of chemotherapy and biotherapy agents in cancer treatment, some recommendations may be more broadly applicable across the medication-use system. These guidelines supplement ASHP’s Guidelines on Preventing Medication Errors in Hospitals and address error prevention within diverse healthcare settings.1 Further, these guidelines provide updated general guidance to include a standard definition of a “medication error” and applicable aspects of recommendations from the National Coordinating Council on Medication Error Reporting and Prevention (NCC MERP). NCC MERP’s definition of a medication error is: any preventable event that may cause or lead to inappropriate medication use or patient harm while the medication is in the control of the healthcare provider, patient, or consumer. Such events may be related to professional practice, healthcare products, procedures, and systems, including prescribing; order communication; product labeling, packaging, and nomenclature; compounding; dispensing; distribution; administration; education; monitoring; and use.2 For the purposes of these guidelines, chemotherapy and biotherapy agents are defined as any medication that (1) is listed "
International System for Human Gene Nomenclature (1979) ISGN (1979),"Shows, T.B.; Alper, C.A.; Bootsma, D.; Dorf, M.; Douglas, T.; Huisman, T.; Kit, S.; Klinger, H.P.; Kozak, C.; Lalley, P.A.; Lindsley, D.; McAlpine, P.J.; McDougall, J.K.; Meera Khan, P.; Meisler, M.; Morton, N.E.; Opitz, J.M.; Partridge, C.W.; Payne, R.; Roderick, T.H.; Rubinstein, P.; Ruddle, F.H.; Shaw, M.; Spranger, J.W.; Weiss, K.",2010,Cytogenetics and Cell Genetics,10.1159/000131404,C_extraccion_desde_ingredientes,"""ingredient"" ""nomenclature"" food labels",Crossref,
The 1981 catalogue of assigned human genetic markers and report of the nomenclature committee,"Shows, T.B.; McAlpine, P.J.",2010,Cytogenetics and Cell Genetics,10.1159/000131702,C_extraccion_desde_ingredientes,"""ingredient"" ""nomenclature"" food labels",Crossref,
The 1983 catalogue of mapped human genetic markers and report of the nomenclature committee,"Shows, T.B.; McAlpine, P.J.; Miller, R.L.",2010,Cytogenetics and Cell Genetics,10.1159/000132014,C_extraccion_desde_ingredientes,"""ingredient"" ""nomenclature"" food labels",Crossref,
The 1985 catalog of mapped genes and report of the nomenclature committee,"McAlpine, P.J.; Shows, T.B.; Miller, R.L.; Pakstis, A.J.",2010,Cytogenetics and Cell Genetics,10.1159/000132168,C_extraccion_desde_ingredientes,"""ingredient"" ""nomenclature"" food labels",Crossref,
Guidelines for Human Gene Nomenclature,,2010,Cytogenetics and Cell Genetics,10.1159/000132471,C_extraccion_desde_ingredientes,"""ingredient"" ""nomenclature"" food labels",Crossref,
The 1987 Catalog of Mapped Genes and Report of the Nomenclature Committee (Part 1 of 4),"McAlpine, P.J.; Van Cong, N.; Boucheix, C.; Pakstis, A.J.; Doute, R.C.; Shows, T.B.",2010,Cytogenetics and Cell Genetics,10.1159/000132472,C_extraccion_desde_ingredientes,"""ingredient"" ""nomenclature"" food labels",Crossref,
The 1988 catalog of mapped genes and report of the nomenclature committee,"McAlpine, P.J.; Boucheix, C.; Pakstis, A.J.; Stranc, L.C.; Berent, T.G.; Shows, T.B.",2010,Cytogenetics and Cell Genetics,10.1159/000132645,C_extraccion_desde_ingredientes,"""ingredient"" ""nomenclature"" food labels",Crossref,
