relevancia,titulo,anio,revista,idioma,paises,citas,doi,bloque,consulta,fuente_api,url,revisado,pertinente,nota,resumen
3,Caracterización de asfaltos modificados con diferentes aditivos,2011,Revista Ingeniería,,,0,10.15517/ring.v20i1-2.7267,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.15517/ring.v20i1-2.7267,,,,
3,Características Fermentativas da Silagem de Capim-Elefante Contendo Diferentes Aditivos,2012,Revista Científica de Produção Animal,,,0,10.15528/2176-4158/rcpa.v14n2p133-137,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.15528/2176-4158/rcpa.v14n2p133-137,,,,
3,EFETIVIDADE DAS NORMAS CONSTITUCIONAIS E SENTENÇAS COM EFEITOS ADITIVOS NA JUSTIÇA CONSTITUCIONAL PORTUGUESA E BRASILEIRA,2015,Revista Direito e Política,,,0,10.14210/rdp.v10n2.p871-906,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.14210/rdp.v10n2.p871-906,,,," A partir da análise da eficácia ou da efetividade das normas jurídicas no exercício da jurisdição constitucional cumpre analisar o papel cada vez mais marcante nos casos de omissão legislativa do órgão constitucional. Da comparação entre a legislação do Brasil e do país irmão, Portugal, dada a influência deste em nosso controle de constitucionalidade, percebermos que o chamado ativismo judicial é notório na jurisprudência pátria. Assim, a análise hermenêutica constitucional nos permite traçar uma posição mais crítica sobre a famigerada atuação judicial do órgão de cúpula a quem incumbe à guarda da Constituição. "
3,APROVEITAMENTO DA BIOMASSA PARA DESENVOLVIMENTO TECNOLÓGICO DE ADITIVOS MELHORADORES DE CETANO,2013,ANAIS DO SIMPÓSIO INTERNACIONAL DE INOVAÇÃO TECNOLÓGICA - SIMTEC,,,0,10.7198/s2318-34032013001032,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.7198/s2318-34032013001032,,,,
3,Cinética de degradação ruminal de silagens de Brachiaria decumbens com diferentes aditivos nitrogenados,2013,Semina: Ciências Agrárias,,,0,10.5433/1679-0359.2013v34n6supl2p4093,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.5433/1679-0359.2013v34n6supl2p4093,,,,
3,EFEITOS DE ADITIVOS POLIMÉRICOS NAS PROPRIEDADES REOLÓGICAS E DE FILTRAÇÃO DE FLUIDOS DE PERFURAÇÃO,2014,Tecnologia em Metalurgia Materiais e Mineração,,,0,10.4322/tmm.2014.010,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.4322/tmm.2014.010,,,,
3,Efeito de vitaminas e esterol como aditivos foliares no desenvolvimento de Bombyx mori L. e influência do modo de aplicação,2014,Arquivos do Instituto Biológico,,,0,10.1590/s1808-16572014000100010,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.1590/s1808-16572014000100010,,,," O objetivo deste estudo foi avaliar os efeitos e os métodos de aplicação dos aditivos foliares decanoato de nandrolona (esteroide anabolizante) a 0,5%, ácido ascórbico (vitamina C) a 0,5%, palmitato de retinol (vitamina A) a 0,5% e acetato de retinol (vitamina A) a 1,0% em alguns parâmetros biológicos do bicho-da-seda. No experimento do modo de aplicação (pulverização foliar antes do fornecimento, depois do fornecimento e por imersão antes do fornecimento) foram utilizados: decanoato de nandrolona 0,5%; ácido ascórbico 0,5%; e palmitato de retinol 0,5%. No ensaio de desenvolvimento do inseto foram avaliados: duração e viabilidade larval; peso de casulo; taxa de encasulamento; teor líquido de seda; longevidade de adultos; número de ovos por fêmea; e duração do período de subida ao bosque. Para o modo de aplicação determinaram-se: ganho de peso, comprimento, diâmetro do tórax e diâmetro do abdome de lagartas de 5º ínstar, assim como comprimento, diâmetro e peso de glândula sericígena. Os resultados mostraram que, apesar de o ácido ascórbico proporcionar os melhores valores para o desenvolvimento corpóreo das lagartas, este não corresponde a incrementos significativos na produção; o palmitato de retinol não melhora o desenvolvimento das lagartas; o acetato de retinol e o palmitato de retinol prolongam o período larval, sem, no entanto, alterar significativamente os parâmetros de produção; a imersão de folhas antes do fornecimento às lagartas é mais viável para a aplicação dos a"
3,MAPEAMENTO PATENTÁRIO DE RECUPERAÇÃO AVANÇADA DE PETRÓLEO (EOR) COM ADITIVOS POLIMÉRICOS/BIOPOLIMÉRICOS E SURFACTANTES,2014,Cadernos de Prospecção,,,0,10.9771/s.cprosp.2014.007.021,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.9771/s.cprosp.2014.007.021,,,,
3,"Separación de los efectos epistáticos, aditivos y dominantes en maíz.",2014,Agronomía Mesoamericana,,,0,10.15517/am.v13i1.12231,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.15517/am.v13i1.12231,,,,
3,Open Food Facts : une base de données libre et ouverte des produits alimentaires du monde entier - @ Brest,2013,,fr,,0,,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W2613175984,,,,"Open Food Facts est un projet collaboratif pour referencer les produits alimentaires du monde entier et les informations qui y sont associees : labels (bio, commerce equitable etc.), ingredients,…"
3,Formação continuada em matemática de professores polivalentes – dois estudos sobre resolução de problemas aditivos,2012,Revemat: revista eletrônica de educação matemática,,,0,10.5007/1981-1322.2012v7n1p78,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.5007/1981-1322.2012v7n1p78,,,,
3,UTILIZAÇÃO DE ADITIVOS NATURAIS A PARTIR DA MORINGA OLEIFERA LAM PARA O MELHORAMENTO DA ESTABILIDADE OXIDATIVA DO BIODIESEL,2012,"Revista Gestão, Inovação e Tecnologias",,,0,10.7198/s2237-0722201200050006,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.7198/s2237-0722201200050006,,,,
3,Composição química e degradabilidade ruminal de silagens da cana-de-açúcar tratada com aditivos químicos e bacteriano,2012,Semina: Ciências Agrárias,,,0,10.5433/1679-0359.2012v33supl2p3341,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.5433/1679-0359.2012v33supl2p3341,,,,
3,UTILIZAÇÃO DE ADITIVOS NATURAIS NO BIODIESEL PARA O MELHORAMENTO DA SUA ESTABILIDADE OXIDATIVA,2013,Cadernos de Prospecção,,,0,10.9771/s.cprosp.2013.006.028,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.9771/s.cprosp.2013.006.028,,,,
3,Personalized analysis of food products using Рython,2025,Репозиторий БГУИР (BSUIR Repository),ru,,0,,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7127227184,,,,"В данной научной работе представлен персонализированный подход к анализу пищевых продуктов с использованием языка Python. Демонстрируется процесс загрузки и фильтрации данных с открытого API Open Food Facts, визуализация продуктов по уровню сахара, соли и калорийности, а также создание простого пользовательского интерфейса. Актуальность обусловлена потребностями групп с хроническими заболеваниями, такими как диабет и гипертония."
3,NUTRIGRADE ML: A Machine Learning Framework for Quantitative Food Healthiness Assessment,2026,Zenodo (CERN European Organization for Nuclear Research),,,0,10.5281/zenodo.19183674,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7140133716,,,,"The trend of consuming packaged food products is on the rise. However, it has posed a challenge to the consumers to take a wise decision while choosing a food product. It may require a lot of time to comprehend the intricacies of the traditional nutritional label found on the food product. This may lead to a poor decision regarding the food product, which may cause health-related problems for the consumer. The paper proposes a system called NutriGrade ML that utilizes a barcode scanning method along with a machine learning algorithm to assess the nutritional quality of the packaged food product. The proposed system utilizes a library called pyNutriScore along with a recommendation engine that utilizes a cosine similarity algorithm to calculate the NutriGrade of the food product. The system retrieves the information related to the food product by using the Open Food Facts API. The Open Food Facts API is an open-source food product database that contains over 4 million food products that are accessible worldwide. The NutriScore is computed by utilizing the pyNutriScore library. The NutriGrade is computed by utilizing the functions provided by the library. The system recommends a healthy food product by utilizing the TF-IDF method and cosine similarity algorithm. The efficiency of the system is validated by utilizing the experimental results for various parameters, such as average cosine similarity for top-N recommendations, precision@3 for recommendation quality, average NutriS"
3,NUTRIGRADE ML: A Machine Learning Framework for Quantitative Food Healthiness Assessment,2026,Zenodo (CERN European Organization for Nuclear Research),,,0,10.5281/zenodo.19183675,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7140126813,,,,"The trend of consuming packaged food products is on the rise. However, it has posed a challenge to the consumers to take a wise decision while choosing a food product. It may require a lot of time to comprehend the intricacies of the traditional nutritional label found on the food product. This may lead to a poor decision regarding the food product, which may cause health-related problems for the consumer. The paper proposes a system called NutriGrade ML that utilizes a barcode scanning method along with a machine learning algorithm to assess the nutritional quality of the packaged food product. The proposed system utilizes a library called pyNutriScore along with a recommendation engine that utilizes a cosine similarity algorithm to calculate the NutriGrade of the food product. The system retrieves the information related to the food product by using the Open Food Facts API. The Open Food Facts API is an open-source food product database that contains over 4 million food products that are accessible worldwide. The NutriScore is computed by utilizing the pyNutriScore library. The NutriGrade is computed by utilizing the functions provided by the library. The system recommends a healthy food product by utilizing the TF-IDF method and cosine similarity algorithm. The efficiency of the system is validated by utilizing the experimental results for various parameters, such as average cosine similarity for top-N recommendations, precision@3 for recommendation quality, average NutriS"
3,Diet tracking app,2025,Digitální knihovna Univerzity Pardubice (Univerzity Pardubice),cs,,0,,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7112057405,,,,"Tato bakalářská práce se zabývá vývojem mobilní aplikace pro sledování konzumace potravin a pohybové aktivity. Aplikace je vytvořena ve frameworku Flutter s využitím programovacího jazyka Dart a ukládá data lokálně pomocí databáze Hive. Uživatelé mohou vyhledávat potraviny prostřednictvím Open Food Facts API, přidávat je do svého denního jídelníčku a sledovat svůj pokrok pomocí vizuálních indikátorů denního příjmu živin. Součástí aplikace je také sledování pohybové aktivity pomocí senzorů mobilního zařízení. Pro práci s polohou a pohybem byly použity knihovny flutter_map, latlong2, location a pedometer."
3,A Custom Continual Incremental Learning Strategy for Food Taxonomy Classification using Parameter-Efficient Fine-Tuning,2026,Open MIND,,,0,10.17605/osf.io/xqgdy,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7159808454,,,,"This study investigates a class-incremental learning strategy designed to mitigate catastrophic forgetting in Transformer-based architectures. The experiment evaluates a DistilBERT model trained on the Open Food Facts dataset to classify 100 distinct product categories introduced sequentially over 10 stages. The proposed methodology integrates Low-Rank Adaptation (LoRA) for parameter efficiency and an Experience Replay buffer to maintain long-term memory of previously seen classes without requiring task identity at inference. Hypotheses H1: A naïve sequential fine-tuning approach will suffer from severe catastrophic forgetting, resulting in a highly negative Backward Transfer (BWT) score and near-zero accuracy on early stages by the end of training. H2: The implementation of an Experience Replay buffer (retaining 50 samples per class) natively within the PyTorch data loading pipeline, combined with LoRA (rank=16), will significantly mitigate forgetting, yielding a higher Final Average Accuracy and a substantially improved BWT score compared to the baseline."
3,NutriGrade ML - Automatically Grading Food Healthiness with ML,2026,Zenodo (CERN European Organization for Nuclear Research),,,0,10.5281/zenodo.18311742,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7125017721,,,,"The rapid growth of processed and packaged foods has created challenges for consumers attempting to make informed dietary choices. Interpreting detailed traditional labels is often very complex and consumes lots of time, leading to poor dietary decisions and associated health complications. This paper reviews NutriGrade ML, a smart packaged food assessment system, that uses barcode scanning and machine learning to evaluate the nutritional quality of packaged products. The system integrates the pyNutriScore python with cosine similarity-based recommendation algorithms that calculates the NutriGrade of packaged food and suggests alternatives. By retrieving product information from Open Food Facts API, the system computes NutriScore grades, detects potential allergens and suggests healthier substitutes with same product category. The recommendation engine applies TFIDF vectorization on ingredients and product text to identify nutritionally superior alternatives. This review analyzes the system’s architecture, machine learning components and comparative performance against existing food analysis applications. NutriGrade ML will simplify nutritional decision making, enhance transparency in food labeling and support healthier consumer choices."
3,NutriGrade ML - Automatically Grading Food Healthiness with ML,2026,Zenodo (CERN European Organization for Nuclear Research),,,0,10.5281/zenodo.18311741,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7124885444,,,,"The rapid growth of processed and packaged foods has created challenges for consumers attempting to make informed dietary choices. Interpreting detailed traditional labels is often very complex and consumes lots of time, leading to poor dietary decisions and associated health complications. This paper reviews NutriGrade ML, a smart packaged food assessment system, that uses barcode scanning and machine learning to evaluate the nutritional quality of packaged products. The system integrates the pyNutriScore python with cosine similarity-based recommendation algorithms that calculates the NutriGrade of packaged food and suggests alternatives. By retrieving product information from Open Food Facts API, the system computes NutriScore grades, detects potential allergens and suggests healthier substitutes with same product category. The recommendation engine applies TFIDF vectorization on ingredients and product text to identify nutritionally superior alternatives. This review analyzes the system’s architecture, machine learning components and comparative performance against existing food analysis applications. NutriGrade ML will simplify nutritional decision making, enhance transparency in food labeling and support healthier consumer choices."
3,SmartLife 365: A CRM-Integrated AI Framework for Predictive Preventive Healthcare and Lifestyle Risk Analysis,2026,International Journal of Advanced Research in Science Communication and Technology,,IN,0,10.48175/ijarsct-36046,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7162873968,,,,"Preventive healthcare has become increasingly important due to the rapid rise in lifestyle-related disorders and unhealthy food consumption habits. Traditional healthcare monitoring systems mainly depend on manual tracking methods and isolated disease prediction models. This review paper presents SmartLife 365, a CRM-integrated artificial intelligence framework designed for predictive preventive healthcare and lifestyle risk analysis. The framework combines machine learning algorithms, nutritional intelligence systems, Microsoft Power Platform technologies, and automation workflows for intelligent healthcare monitoring. The proposed system integrates Open Food Facts API, Microsoft Dataverse, Power Automate, Power BI, and machine learning models such as Random Forest, Decision Tree, Logistic Regression, and XGBoost to generate predictive health-risk analysis and personalized preventive awareness. This paper critically reviews existing research related to predictive healthcare analytics, CRM-based healthcare systems, and AI-driven preventive healthcare technologies. The proposed framework aims to support intelligent automation, real-time risk prediction, and personalized health engagement using low-code technologies and machine learning integration."
3,Label AI: Barcode Scanning Based Mapping of Nutritional Values to Fitness Planning,2025,International Journal of Computer Applications,,"CA,IN",0,10.5120/ijca2025925929,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4416371198,,,,"Unhealthy dietary patterns and excessive intake of processed foods are major contributors to the global rise of obesity and chronic diseases, highlighting the need for accessible tools that enable consumers to make informed food choices at the point of purchase.Label-AI is a web-based system designed to address this challenge by scanning product barcodes by scanning a product's Universal Product Code (UPC) with a smartphone, LabelAI retrieves detailed nutrient data from an extensive food database (Open Food Facts) extracting nutrition information and generating a NutriScore-style health rating on a scale of 0-10.The system's engine processes the nutritional information obtained from barcode scans and computes rating on a 0-10 scale based on key nutrients such as sugars, fat, saturated fat, salt, proteins, fiber, and energy per 100 g.Products with lower scores trigger alerts and suggestions for healthier alternatives within the same category.This paper presents the design and evaluation of Label-AI, including an overview of existing barcode-based nutrition applications, a two-tier architecture that combines browser-side scanning with cloud-based data retrieval, and a hybrid scoring mechanism that integrates machine learning with rule-based thresholds."
3,Nutritional Analysis Using Image Recognition with Location-Aware Precision for Food Recommendation Systems,2025,,,TH,0,10.1109/istas65609.2025.11269651,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4417131861,,,,"This study aims to design and develop an image recognition platform that analyzes nutrients from images of freshly cooked Thai dishes and automatically extracts their nutritional profiles based on the user’s location. Packaged foods are immediately recorded via the Open Food Facts API, retrieving complete nutritional information without additional training. Freshly cooked dishes are analyzed using a fine-tuned ResNet-50 model on the THFOOD-50 dataset (15,770 images, 50 classes), achieving an average accuracy of 78%, a precision of 79%, a recall of 77%, and F1-score of 77%. In addition, we design a database to store food items, nutrition facts, restaurant information, and geographic data from users, supporting a community-based approach. We also develop an intuitive mobile application that allows users to capture, review, and manage this information in real time. This platform enables people who need to monitor their diet, for example, those with NCD, obesity, or fitness goals, to make efficient decisions. The availability of comprehensive nutrition data holds significant potential to inform the formulation of evidence-based food policies by the Thai government, thereby contributing to future strategies aimed at improving public health outcomes."
3,Aharix app: An Intelligent Mobile Application for Grocery Barcode Scanning and Health-Aware Shopping,2025,International Journal for Research in Applied Science and Engineering Technology,,IN,0,10.22214/ijraset.2025.76738,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7118081658,,,,"Health consciousness and dietary awareness have become increasingly important in today’s fast-paced lifestyle [1]. Aharix is an Android-based application designed to assist users in making informed food choices by integrating personalized health data with product nutritional analysis [2]. The system allows users to input and store their health information, creating a personalized health filter based on critical parameters such as sugar, carbohydrates, and fat levels. Using the Open Food Facts API, Aharix scans the barcode of packaged food items to retrieve real-time nutritional details [3]. It then compares these values against the user’s predefined health criteria and alerts them if any component exceeds recommended limits, promoting healthier consumption habits [4]. Additionally, the application provides a convenient e-commerce feature, enabling users to add selected items to a cart, complete payments securely through Razorpay’s UPI gateway, and generate digital bills [5]. Built using Kotlin and Jetpack Compose, Aharix ensures a smooth, modern, and responsive user experience [6][7]. This project demonstrates how mobile and data-driven technologies can be synergized to promote personalized health management and conscious food selection."
3,Real-Time Allergen Detection Application Using Barcode/QR Scanning,2025,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,,"IN,US",0,10.55041/ijsrem55185,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7115021623,,,,"Abstract In today’s fast-moving lifestyle, people often buy packaged foods without checking their nutritional content, which leads to unhealthy eating patterns. To solve this problem, this project introduces a Smart Nutrition Scanner Application that allows users to instantly access nutritional information using their mobile camera. The system is built using JavaScript (frontend) and Node.js (backend), and it connects to public nutrition databases through APIs to retrieve details like calories, macronutrients, vitamins, and ingredients. It supports real-time barcode scanning using Optical Barcode Recognition (OBR) as well as image-based food identification using CNN models when no barcode is available. Features such as allergen alerts, dietary warnings, scan history, and healthier alternatives make the application more user-friendly. By capturing images, recognizing barcodes, and querying nutrition datasets, the app provides quick, accurate, and convenient food information. This system helps users make informed dietary decisions, improves health awareness, and can be expanded to fit future digital health and diet-tracking platforms. Keywords — Smart food scanner, barcode recognition, nutrition tracking, mobile health application, Open Food Facts, API integration, optical barcode recognition (OBR), dietary awareness, food informatics."
3,NutriScan: Explainable AI Framework for Real-Time Nutrition Analysis Using Hybrid Databases and QR Code Scanner Integration,2025,,,IN,0,10.1109/punecon67554.2025.11379292,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7129614432,,,,"The continuous rise in dietary choices play critical role in person's health addressing the need for intelligent app designed to help users make better dietary decisions. Our application, NutriScan provides a solid solution which integrates basic information from the Open Food Facts API and unique NutriScan database with facts from verified sources for selected products to ensure accuracy and reliability. The application allows users to scan the QR codes of packaged food products to fetch list of ingredients and health-related information. A dynamic web link is generated with each QR scan thus redirecting to our customized web page which represents visuals and insights of nutritional information of the scanned product. The application also includes alternative food remedies, daily food recommendations, calorie tracking to support the overall nutrient requirements. The hybrid approach of our system includes our own database, NutriScan Random Forest Model and QR code Scanner. The NutriScan RF Model achieves 80 percent accuracy and provides valuable insights into the suitability of products for diabetics as well. Overall, by combining the verified database system, intelligent data extraction and valuable nutrient insights provide real-time approach to dietary consciousness and human living."
3,"Les wikis, sources d’informations",2012,,fr,,0,10.51257/f-1085,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W2782518167,,,,"« Wikipédia ne doit pas servir d’unique source d’information sur quelque sujet que ce soit » (Wikipédia, Larry Sanger). On ne peut pas dire mieux. Pourtant, de nombreux élèves et professionnels utilisent voire abusent de Wikipédia. En tant qu’outil d’information personnel, pourquoi pas… mais comme élément de communication à destination d’un auditoire, cette pratique est condamnable. Doit-on pour autant « jeter le bébé avec l’eau du bain » ? Faut-il condamner l’outil qui se veut collaboratif, créateur de liens entre les individus et de chaîne de valeurs ? Car si Wikipédia est le plus connu, il en existe beaucoup d’autres, offrant une information plus ciblée (Juris Pedia, Sourcemap, Open Food Facts…). C’est pourquoi il est nécessaire de s’interroger sur : l’utilisation du wiki comme outil d’information (à titre personnel ? pour prendre une décision ?) ; les différents usages du wiki (consulter, stocker, partager, enrichir l’information) ; la confiance à accorder aux wikis ; l’intérêt du wiki pour le système d’information d’une entreprise ; l’utilisation du wiki pour veiller sur son image."
3,Nutri-score classification of snack products using word embedding and random forest,2026,"Science, Technology, and Communication Journal.",,ID,0,10.59190/stc.v6i3.393,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7166577433,,,,"The increasing consumption of packaged snack products has raised concerns regarding their nutritional quality and potential health impacts. Although nutritional information is commonly provided on food packaging, many consumers experience difficulties in interpreting ingredient descriptions and nutritional labels, making it challenging to identify whether a product is healthy or unhealthy. Therefore, an automated classification system is needed to assist consumers in understanding nutritional information more effectively. This study proposes a text-based classification framework for categorizing snack products into healthy and unhealthy classes using Natural Language Processing (NLP), word embedding techniques, and the Random Forest algorithm. The dataset was obtained from the Open Food Facts database and filtered to include snack products only. After preprocessing and class balancing, a total of 465 samples were used for model development and evaluation. The preprocessing stage consisted of case folding, tokenization, stopword removal, and stemming. Three word embedding techniques, namely Word2Vec, GloVe, and FastText, were employed to transform textual ingredient descriptions into numerical feature representations. Subsequently, Random Forest was utilized as the classification algorithm, and its performance was evaluated using Accuracy, Balanced Accuracy, Precision, Recall, F1-score, and Macro F1-score. The experimental results show that GloVe achieved the best performance "
3,Escanear para cuidar: la huella de carbono como decisión de compra,2026,Revista Científica Horizontes Multidisciplinarios,,CO,0,10.65705/rhomu.v3i3.93,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7171290206,,,,"El estudio evaluó una aplicación móvil diseñada para estimar la huella de carbono de productos de consumo mediante el escaneo de códigos de barras y apoyar decisiones de compra sostenibles. La investigación, desarrollada en 2025 en Aguachica, Cesar, adoptó un enfoque cuantitativo, aplicado y un diseño no experimental descriptivo-correlacional. La aplicación fue construida en Android Studio con Java, Firebase y bases de datos como Open Food Facts, CarbonCloud y Product Environmental Footprint. Su arquitectura integró módulos de escaneo, cálculo de emisiones de dióxido de carbono equivalente y visualización educativa. La validación incluyó 150 productos y un cuestionario tipo Likert para valorar facilidad de uso, utilidad, confiabilidad e impacto educativo. Los resultados mostraron una coincidencia del 87 % entre las estimaciones de la aplicación y los datos de referencia. Asimismo, los usuarios calificaron positivamente la facilidad de uso, la utilidad percibida y el valor educativo del sistema. Se concluye que la herramienta puede reducir la brecha entre conciencia ambiental y comportamiento de compra, fortalecer la alfabetización ecológica y promover el consumo responsable. Sin embargo, su efectividad depende de mantener actualizadas las bases de datos, garantizar la calidad de la información y acompañar su implementación con estrategias de educación ambiental y digital."
3,The Open Constellation of Nutritional Values: Mapping the Health Star Rating System,2025,bioRxiv (Cold Spring Harbor Laboratory),,"FR,IT",0,10.1101/2025.11.05.686692,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4415927174,,,,"Abstract Background Nutritional awareness is increasing worldwide due to rising obesity rates and the widespread use of nutrition-tracking technologies. However, nutritional labels on food packaging remain difficult for many consumers to interpret. To improve clarity, public authorities have introduced simplified front-of-pack labeling systems, such as the Health Star Rating (HSR) used in Australia and New Zealand, which summarizes a product’s overall nutritional quality. Despite its adoption, the lack of open data on Health Star Rating labeled products limits independent research, reproducibility, and data-driven policy evaluation. Methods We introduce OpenHSR, the first open, FAIR-compliant dataset (Findable, Accessible, Interoperable, and Reusable) dedicated to the Health Star Rating system. The dataset includes 246 unique food products collected from Australian supermarket websites and brand databases. Using these data, we trained and compared several regression models linear, tree-based, and neural approaches to predict Health Star Rating values from nutritional attributes, thereby developing a transparent, interpretable (“white-box”) Health Star Rating calculator. Results Machine learning models achieved strong predictive performance, with the Support Vector Regression model yielding the best overall accuracy (Mean Squared Error = 0.28). The trained models were then applied to predict Health Star Rating values for 6,554 Open Food Facts products, demonstrating scalabilit"
1,Resistant starch as functional ingredient: A review,2010,Food Research International,en,,704,10.1016/j.foodres.2010.02.004,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1016/j.foodres.2010.02.004,,,,
1,Advances in ingredient and processing systems for meat and meat products,2010,Meat Science,en,,316,10.1016/j.meatsci.2010.05.008,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1016/j.meatsci.2010.05.008,,,,
1,"Energy Drinks: An Assessment of Their Market Size, Consumer Demographics, Ingredient Profile, Functionality, and Regulations in the United States",2010,Comprehensive Reviews in Food Science and Food Safety,en,,291,10.1111/j.1541-4337.2010.00111.x,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1111/j.1541-4337.2010.00111.x,,,," 
                     ABSTRACT:  
                    The consumption of energy drinks is rapidly increasing, as demonstrated by their large market growth. The targeted demographic group is teenagers, young adults, 18 to 34 y old; although expansion into nontraditional markets is also occurring. It is claimed that energy drinks can offer an increased energy boost related to their ingredient profile of caffeine, taurine, herbal extracts, and vitamins. Research suggests that energy drink formulations, in addition to increasing energy utilization, may also improve mood, enhance physical endurance, reduce mental fatigue, and increase reaction time. However, in most cases, the corresponding mechanisms of action are not clear. In addition, concerns have been raised over their safety and with a currently weak regulatory environment, efforts need to be made to ensure consumer safety. The objective of this article is to review the current U.S. energy drink market with emphasis on its market size, target demographic, active ingredients, potential benefits, safety, and regulations.
                   "
1,Evaluating Value-at-Risk Models with Desk-Level Data,2011,Management Science,en,,246,10.1287/mnsc.1080.0964,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref,https://doi.org/10.1287/mnsc.1080.0964,,,," We present new evidence on disaggregated profit and loss (P/L) and value-at-risk (VaR) forecasts obtained from a large international commercial bank. Our data set includes the actual daily P/L generated by four separate business lines within the bank. All four business lines are involved in securities trading and each is observed daily for a period of at least two years. Given this unique data set, we provide an integrated, unifying framework for assessing the accuracy of VaR forecasts. We use a comprehensive Monte Carlo study to assess which of these many tests have the best finite-sample size and power properties. Our desk-level data set provides importance guidance for choosing realistic P/L-generating processes in the Monte Carlo comparison of the various tests. The conditional autoregressive value-at-risk test of Engle and Manganelli (2004) performs best overall, but duration-based tests also perform well in many cases. 
                   This paper was accepted by John Birge, focused issue editor. "
1,<i>Aloe vera</i>as a Functional Ingredient in Foods,2010,Critical Reviews in Food Science and Nutrition,en,,166,10.1080/10408390802544454,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1080/10408390802544454,,,,
1,Performance of a resistant starch rich ingredient in the baking and eating quality of short-dough biscuits,2011,LWT - Food Science and Technology,en,,131,10.1016/j.lwt.2010.05.034,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1016/j.lwt.2010.05.034,,,,
1,Fusion production of solid dispersions containing a heat-sensitive active ingredient by hot melt extrusion and Kinetisol® dispersing,2010,European Journal of Pharmaceutics and Biopharmaceutics,en,,129,10.1016/j.ejpb.2009.09.007,C_extraccion_desde_ingredientes,"""ingredient statements"" parsing",Crossref,https://doi.org/10.1016/j.ejpb.2009.09.007,,,,
