code,descartados,texto
7501011115675,E160b,"INGREDIENTES PAPA, ACEITE VEGETAL CONTIENE TBHQ), CONDIMENTO MALTODEXTRINA, SAL YODADA. SUERO DE LECHE, ACEITE VEGETAL, ACIDO CITRICO, GLUTAMATO MONOSÓDICO GRASA VEGETAL SABORIZANTES (CONTIENEN INGREDIENTES DE GLUTEN (CEBADA)), CHILE, ALMIDON MODIFICADO, HARINA DE MAIZ, JARABE DE MAIZ QUESO (0,2%), HIDROLIZADO DE LEVADURA, ÁCIDO LÁCTICO, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA Y DE MAÍZ, INOSINATO DE SODIO, ESPECIAS, CLORURO DE POTASIO, CASEINATO DE SODIO, FOSFATO DE SODIO, DIOXIDO DE SILICIO, GUANILATO DE SODIO, LECHE ENTERA FERMENTADA, ACHIOTE, TARTRAZINA, AMARILLO OCASO FCF, FOSFATO DE POTASIO SILICATO DE CALCIO, CONCENTRADO DE PROTEINA LÁCTEA ACIDO FUMÁRICO, ACIDO MÁLICO, FOSFATO TRICALCICO, MANITOL (0,0004g EN 100 g DE PRODUCTO BENZOATO DE SODIO)"
7501011114579,E160b,"CEREAL DE MAIZ, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [MALTODEXTRINA, SÓLIDOS DE LA LECHE CHILES, SAL YODADA, GRASA VEGETAL, QUESO ACEITE VEGETAL, HARINA DE SOYA SABORIZANTE, IDO CITRICO, GLUTAMATO MONOSODICO, DIĞKIDO DE SILICIO, ALMIDÓN MODIFICADO, ACHIOTE, TARTRAZINA, AMARILLO OCASO FCF, ROJO ALLURA AC, FOSFATO DE SODIO, FOSFATOTRICALCICO, FOSFATO DE POTASIO, CASEINATO DE SODIC, PROTEÍNA DE SOYA, HIDROLIZADO DE LEVADURA, LECHE ENTERA FERMENTADA, HARINA DE MAÍZ, GOMA ARABIGA, GUANILATO DE SODIO, INOSINATO DE SODIO, ÁCIDO LÁCTICO, ÁCIDO FUMÁRICO, ACIDO MALICO, MONOGLICÉRIDOS, MANITOL (0,002 g/100 g DE CONDIMENTO), BENZOATO DE SODIO, BHT.1. AMARILLO OCASO FCF."
7501011115231,E160b,"MAÍZ NIXTAMALIZADO, ACEITE VEGETAL CONDIMENTO [Quesos, Almidón, Sal Yodada, Maltodextrina, Gilutamato Monosódico, Especias, Saborizantes, Harina de Arroz, Chiles Glucosa,Harina de Trigo,Acido Citrico, Inosinato de Sodio, Guanilato de Sodio, Aceite de Soya Parcialmente Hidrogenada Azúcar Proteína Vegetal Hidrolizada de Maíz, Amarilo Ocaso FCE Almidón Modificado, Sólidos de la Leche, Tartrazina, Acido Lactico, ACHIOTE"
7501011149434,E160c,"<span class=""allergen"">Harina de Trigo</span>, Sal Yodada, Chiles, Aceite Vegetal, Acido Citrico, Maltodextrina, Bicarbonato de Sodio, Jugo de Limón, Ácido Fumárico Cereal de Maíz, Dextrosa, Oleorresina de Paprika, Rojo Allura AC, Amarillo Ocaso FCF,Almidón Modificado, Saborizantes."
7501011154902,"E160b,E160c","MAIZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [SAL YODADA OPATRINA, ACIDO CITRICO, DIÓXIDO DE SILICIO, GOMA ARÁBIGA, SABORIZANTE,JUGO DE LIMON), ACHIOTE, RANCHERITOS MAIZ NIXTAMALIZADO CON SAL Y SABOR LIMON, RANCHERITOS , CEREAL DE MAÍZ NIXTAMALIZADO CON CHILE Y ESPECIAS, MAIZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [CHILE, SAL YODADA TODEXTRINA, ALMIDON MODIFICADO, ACIDO CITRICO, AZUCAR, TOMATE, SAL DE MAR, ES TAMATO MONOSODICO, SÓLIDOS DE MAÍZ, HARINA DE MAIZ, HARINA DE TRIGO, DIOXIDO DE SODIO DE LEVADURA, SABORIZANTE, DEXTROSA, SOLIDOS DE JUGO DE LIMON, ROJO ALLURA A cO, AM PILLOOCASO FCF, EXTRACTO DE PAPRIKA, AZUL BRILLANTE FCF, ACEITE VEGETAL, SUERO DEL POLVO, IN SINATO DE SODIO, TARTRAZINA, PROTEINA VEGETAL HIDROLIZADA DE SOYA ANILATO DE SODIO, CARAMELO EN POLVO, DIACETATO DE SODIO, SILICATO DE CALCIO, GOMA XANTA TOSA, EXTRACTO DE APIO, ACIDO ACETICO, ACHIOTE, ÁCIDO FUMÁRICO, ÁCIDO LÁCTICO, TOCFERNITOL, CARAMELO CLASE IVI, ACHIOTE CHEETOS, CEREAL DE MAIZ DE GRANO ENTERO (GERMEN, CASCARILLA 27%), CER EITE VEGETAL (CONTIENE TBHQ), CONDIMENTO (SOLIDOS DE LA LECHE, MALTODEXTRINA, SABU DADA, QUESOS, ACETE LUEIAL, DEXTROSA, nMNA DE MAIZ, CHILE, GRASA BUTIRICA PEAL DE CON SABOR QUESO Y CHILE, REDUCIDA EN GRASA SATURADA Ui UNISODICO, DIOXIDO DE SILICIO, ÁCIDO LÁCTICO, CITRATO DE SODIO, TARTRA Erh W ACHIOTE, AMARILLO OCASO FCF, GOMA ARÁBIGA, AZUL BRILLANTE FCF, ROJ0 ALLI E SODIO, HIDROLIZADO DE LEVADURA, ÁCIDO MÁLICO, FOSFATO DE POTASIO, ACIDO CITRICO ALMIDON MODIFICADO, LECHE DESCEMADA, MONOGLICERIDOS, GUANILATO DISÓDICO, INOSINATO MANTEQUILLA, ACICOTUMILECITINA DESOYA, SORBATO DE POTASIO, HIDRÓXIDO DE SODIO DE CALCIO, FOSFATO TRICALCICO, MANITO, BENZOATO DE SODIO, AMARILLO OCASO FCF"
7501011154865,"E160b,E160c","SABRITONES RODACAS FRITURAS DE HARINA DE TRIGO CON SABOR LIMÓN. INGREDIENTES: HARINA DE TRIGO, ACEITE VEGETAL (CONTIENE TBHO), CONDIMENTO MATODETRINA SAL YODADA, ACIDO CITRICO, AZUCAR, ALMIDON MODIFICADO JUGO DE LIMON, SABORIZANTES, ACEITE VEGETAL, TARTRAZINA, ALMIDON, SAL YODADA BICARBONATO DE SODIO, TARTRAZINA, AMARILLO OCASO FCF CRUJITOS FLAMIN HOT FRITURAS DE HARINA DE MAIZ NIXTAMALIZADO CON SABORES DE QUESO, CHILEY LIMON INGREDIENTES: HARINA DE MAIZ NIXTAMALIZADO DE GRANO ENTERO (CON GERMEN YCSCARILA (62%), ACEITE VEGETAL(CONTIENE TBH), CONDIMENTO [MALTODENTRINA SAL YODADA, ACIDO CITRICO, AZÚCAR, GLUTAMATO MONOSÓDICO, PROTEINA VEGETAL. HIDROLIZADA DE SOYA, <span class=""allergen"">QUESOS</span>, LACA ROJO ALLURA AC, ESPECIAS, DIACETATO DE SODIO SABORIZANTES, ACEITE VEGETAL, CARAMELO CLASE IV, HIDROLIZADO DE LEVADURA DIOXIDO DE SILICIO, SILICATO DE CALCIO, INOSINATO DE SODIO, GUANILATO DE SODIO COMA ARABIGA, ACIDO ACÉTICO, SAL DE MAR. ALMIDÓN MODIFICADO, SOLIDOS LECHE METATO DE SODIO,LACA AMARILLO OCASO FCF,TOCOFEROLES, TARTRAZWA ACAR, BICARBOMATO DE POTASIO, SAL DE MAR, TARTRAZINA, AMARILLO 0CASOFE CONTIENE INGREDIENTES DE LECHEY SOYA. CHURUMAIS FRITURAS DE HARINA DE MAIZ NIXTAMALIZADO CON CHILEY SABOR LIMON INGREDIENTES: HARINA DE MAIZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE OLEORESINA DE PAPRIKA, ACEITE VEGETAL ALMIDÓN MODIFICADO. IUGO DE AMAK CONDIMENTO JCHILES, SAL YODADA, MALTODEXTRINA, ACIDO CÍTRICO, DEXTROSA SABORIZANTES CARAMELO CLASE I, CARAMELO CLASE IV), ACHIOTE CHEETOS POFFS BOTANA DE CREAL DE MAÍZ CON SABORES QUESO Y CHILE REDUCIDA EN GRASAT CEREAL DE MAIZ GRANO ENTERO(CON GERMEN Y CASCARILA CEREAL DE MAIZ, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO (MALTODEXTROSA (<span class=""allergen"">QUESO</span>,SOLIDOS DE LA LECHE SAL YODADA. ALMIDÓN DE MAIZ, SABORIZANTE AMARILO OCASO FCF CLUTAMATO MONOSÓDICO, TARTRAZINA POLVO ÁCIDO CÍTRICO, CLORURO DE FOSFATO DE SODIO, FOSFATO DE POTASIO, FOSFATO TRICALCICO, ACIDO LA CTRATO DE SODIO, LECTINA DE SOYA, GUANILATO DE SODIO, INOSINATO DE SO SORBATO DE POTASIO, ACIDO FUMÁRICO, ÁCIDO MÁLICO, MANITOL (02 VE CONDIMENTOJ AMARILLO OCASO FCF."
7500478006090,E160b,"MAIZ NIXTAMALIZADO ACEITE VEGEIALCONTIENE TBHO), CONDIMENTO (SAL YODADA, MALTODEXTRINA, ACIDO CITRICO DIOXIDO DE SILICIO, GOMA ARABIGA $ABORIZANTE, JUGO DE LIMONI, ACHIOTE."
7501011159266,E160c,"PAPA, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO ISAL YODADA, MALTODEXTRINA, ÁCIDO CÍTRICO, AZÚCAR, ESPECIAS PROTEÍNA VEGETAL HIDROLIZADA DE SOYA Y MAÍZ, DIACETATO DE SO SABORIZANTE, GLUTAMATO MONOSÓDICO, CLORURO DE POTASIO, R ALLURA AC, ÁCIDO FUMÁRICO, BICARBONATO DE SODIO, JITOMATE ENP QUESO, ÁCIDO MALICO, CHILE, HIDROLIZADO DE LEVADURA, ESTEARATO DE CALCIO, GUANILATO DE SODIO, INOSINATO DE SODIO, OLEORRESINA DE PAPRIKA, ALMIDÓN MODIFICADO, SILICATO DE CALCIO, DIOXIDO DE SILICIO, HARINA DE ARROZ, ACEITE VEGETAL, GOMA ACACIA AMARILLO OCASO FCF, CARAMELO CLASE IV, SÓLIDOS DE JUGO DE LIMÓN, SUERO DE LECHE, TARTRAZINA, ÁCIDO LÁCTICO, TOCOFEROLES, FOSFATOS, GOMA ARÁBIGA.]. CONTIENE INGREDIENTES DE LECHE Y SOYA. ELABORADO EN EQUIPOS QUE PROCESAN PRODUCTOS QUE CONTIENEN TRIGO (GLUTEN). V3PP"
7500478007981,E160b,"PAPA, ACEITE VEGETAL CONTIENE TBHQ), CONDIMENTO MALTODEXTRINA, SAL YODADA, <span class=""allergen"">SUERO DE LECHE</span>, ACEITE VEGETAL, ACIDO CITRICO, GLUTAMATO MONOSÓDICO GRASA VEGETAL SABORIZANTES (CONTIENEN INGREDIENTES DE GLUTEN (<span class=""allergen"">CEBADA</span>)), CHILE, ALMIDON MODIFICADO, HARINA DE MAIZ, JARABE DE MAIZ QUESO (0,2%), HIDROLIZADO DE LEVADURA, ÁCIDO LÁCTICO, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA Y DE MAÍZ, INOSINATO DE SODIO, ESPECIAS, CLORURO DE POTASIO, CASEINATO DE SODIO, FOSFATO DE SODIO, DIOXIDO DE SILICIO, GUANILATO DE SODIO, LECHE ENTERA FERMENTADA, ACHIOTE, TARTRAZINA, AMARILLO OCASO FCF, FOSFATO DE POTASIO SILICATO DE CALCIO, CONCENTRADO DE PROTEINA LÁCTEA ACIDO FUMÁRICO, ACIDO MÁLICO, FOSFATO TRICALCICO, MANITOL (0,0004g EN 100 g DE PRODUCTO BENZOATO DE SODIO)"
7501011167735,E160b,"MAIZ NIXTAMALIZADO, ACEITE VEGETAL, CONDIMENTO Quesos, Almidón, Sal Yodada, Maltodextrina, Glutamato Monosódico, Especias, Saborizantes, Harina de Arroz, Chiles, Glucosa, <span class=""allergen"">Harina de Trigo</span>, AÁcido Citrico, Inosinato de Sodio, Guanilato de Sodio, Aceite de Soya Parcialmente Hidrogenado, Azúcar, Peofaina Vegetal Hidrolizada de Maíz, Amarillo Ocaso FCF, Almidón Modificado, Solidos de la Leche, Tartrazina, Ácido Láctico], ACHIOTE"
7500478006571,"E160b,E160c,E171","MAÍZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENTE TBHQ), CONDIMENTO (MALTODEXTRINA, SAL YODADA, CHILE, GLUTAMATO (CONTIENE MONOSÓDICO, SABORIZANTE INGREDIENTES DE GLUTEN (<span class=""allergen"">CEBADA</span>)}, ACIDO CITRICO, ESPECIAS, SÓLIDOS DE MAÍZ, DEXTROSA, HARINA DE MAÍZ, TOMATE, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA, ACEITE VEGETAL, MAIZ, GUANILATO DE SODIO, ÁCIDO MÁLICO, INOSINATO DE SODIO, SÓLIDOS DE JUGO DE LIMÓN, ACIDO LACTICO, DIOXIDO DE SILICIO. AMARILLO OCASO FCF, ALMIDON MODIFICADO, ROJO ALLURA AC, EXTRACTO DE PAPRIKA, GRASA VEGETAL, ALUL BRILLANTE FCF GOMA XANTANA, LACTOSA CARAMELO CLASE I, TARTRAZINA, HIDROXIDO DE SODIO, DIOXIDO DE TITANIO, HIDROLIZAD DE LEVADURA, CARAMELO CLASE IV, INDIGOTINA EXTRACTO DE CHILE, TOCOFEROLES.], ACHIOTE."
7501011167728,"E160b,E160c","CEREAL DE MAÍZ DE GRANO ENTERO (CON GERMEN Y CASCARILLA) (27%), CEREAL DE MAIZ, ACEITE VEGETAL (CONTIENE TBHO CONDIMENTO [SÓLIDOS DE LA LECHE, MALTODEXTRINA, ŠABORIZANTES, SAL YODADA,<span class=""allergen"">QUESOS</span>, ACEITE VEGETAL, DEXTROSA, HARINA DE MAÍZ, CHILE,GRASA BUTIRICA, ESPECIAS,GLUTAMATO MONOSODICO, DIOXIDO DE SILICIO, ÁCIDO LACTICO, CITRATO DE SODIO, TARTRAZINA, EXTRACTO DE PAPRIKA, ACHIOTE, AMARILLO OCASO FCF,GOMA ARÁBIGA, AZUL BRILLANTE FCF,ROJO ALLURA AC, FOSFATO DE SODIO, HIDROLIZADO DE LEVADURA, ACIDO MALICO, FOSFATO DE POTASIO, ÁCIDO CÍTRICO, ALMIDON, ALMIDÓN MODIFICADO, LECHE DESCREMADA, MONOGLICERIDOS, GUANILATO DISÓDICO, INOSINATO DISÓDICO, <span class=""allergen"">MANTEQUILLA</span>, ÁCIDO FUMÁRICO, <span class=""allergen"">LECITINA DE SOYA</span>, SORBATO DE POTASIO, HIDRÓXIDO DE SODIO, POLIFOSFATO DE CALCIO, FOSFATO TRICALCICO, MANITOL (0,003 g EN 100 g DE CONDIMENTO), BENZOATO DE SODIO, BHTJ, AMARILLO OCASO FCF."
7501011155008,E160b,"CHEETOS POFFS@ BOTANA DE CEREAL DE MAÍZ CON SABOR QUESO, REDUCIDA EN GRASA SATURADA. CEREAL DE MAIZ DE GRANO ENTERO (CON GERMEN Y CASCARILLA) (27%), CEREAL DE MAIZ, ACEITE VEGETAL CONTIENE TBH), CONDIMENTO (MALTODEXTRINA, QUESO,SOLIDOS DE LA LECHE, SAL YODADA, ALMDON DE MAIZ,SABORIZANTE, GRASA VEGETAL, AMARILLO OCASO FCF, GLUTAMATO MONOSÓDICO, TARTRAZINA GASA BUTIRICA, ACIDO DE SILICIO, ACHIOTE, LECHE EN POLVO, ACIDO CITRICO,CLORURO DE POTASIO, FOSEFATO DESODIO FOSFATO DE POTASIO, FOSFATO TRICÁLCICO, ÁCIDO LÁCTICO, CITRATO DE SODIO, LECITINA DE SOYA, GUANILATO DE SODIO, NOSINATO DE SODIO, SORBATO DE POTASIO, ÁCIDO FUMÁRICO, ACIDO MÁLICO, MANTOL (0,02h DE CONDIMENTO, AMARILO OCASO FCF CHEETOS@ PALOMITAS PALOMITAS DE MAÍZ CON SABOR QUESO. INGREDIENTES: MAIZ PALOMERO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [SÓLIDOS DE LA MALIODEXTRINA, ACEITE VEGETAL SAL YODADA. SABORIZANTE (CONTIENE INGREDIENTES DE GLUTEN (QUESO, ALMIDON MODIFICADO, LECHE EN POLVO, HIDROLIADO DE LEVADURA GLUTAMATO MONOSODICO ASEINATO DE SODIO, FOSFATO DE SODIO. FOSFATO DE POTASIO, FOSFATO TRICALOCO, DIOXIDO DE SILICO ACIDO LACTICO, AMARILLO OCASO FCF, GRASA BUTRICA, PROTENA DE SOYA, TARTRAZINA CREMADA, MANTECA VEGETAL, ESPECIAS, JARABE DE MAÍZ, ACHIOTE GOMA ARÁBIGA, CLORURO DE DE MANTEQUILLA, LECITINA DE SOYA, CREMA DULCE, SORBATO DE POTASIO, TRIACETINA MOWOGUE 7 DE ACIDOS GRASOS. PROPILENGLICOL, BENZOATO DE SODIO,BHT. CRUITOS@ WG QUESO FRITURAS DE HARINA DE MAÍZ NIXTAMALIZADO CON CHILE Y QUESO. INGREDIENTES: HARINA DE MAIZ NIXTAMALIZADO DE GRANO ENTERO (CON GERMEN:Y CASCRILA ),A VEGETAL (CONTIENE TBHQ), CONDIMENTO [MALTODENTRINA, SAL YODADA, SÓLDOS DE MAÍZ CHILES GLUTAMATO MONOSÓDICO, ACIDO CÍTRICO, SUERO DE QUESO, ESPECIAS, ACEITE VEGETAL, QUESO PROTEINA LACTEA, SABORIANTES, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA, BUTRICA, GUANILATO DE SODIO, AMARILLO OCASO FCF,LACTOSA, DIOXIDO DE SILICO, HDROUAOE ACIDO LACTICO,JARABE DE MAIZ, FOSFATO TRICALCICO, FOSFATO DE POTASIO, FOSFATO DE SOO T DEXTROSA, GOMA XANTANA, CARAMELO CLASE IV, GOMA ARABIGA, CASEINATO DE SODIO, LECHE AL DE MAIZ, ROJO ALLURA ACIDO NITRATO DE SODIO, CREMA, ACIDO ACETICO, DIACETATO DE SODIO,MONO Y ÁCIDOS GRASOS, CULTIVOS LÁCTEOS, ENZIMAS, AZUL BRILLANTE FCF, LECTINA DE SOYA, SORBATO DE POTACIO ACIDO MALICO, MANITOL (0.0 /100 EN CONDIMENTO AZUCAR, BICARBONATO DE POTASIO. DORITOS 3D' FRITURA TRIDIMENSIONAL DEHARINA DE MAÍZ NIXTAMALIZADO SABOR QUESO. INGREDIENTES: HARINA DE MAIZ, CONDIMENTO (MALTODEXTRINA, SAL YODADA, SABORIZANTES,ESPECIAS QUESOS, HARINA DE TRIGO, GRASA VEGETAL SÓLIDOS DE LA LECHE, AZÚCAR TOMATE PROTEINA VEGETAL HIDROLIZADA DE SOYA Y DE MAIZ, PROTEÍNA LACTEA, DIOXIDO DE SILICIO, LECHE DESCREMADA, GLUTAMANO MONOSODICO, GRASA BUTIRICA, ACIDO LÁCTICO, ACIDO CÍTRICO, AMARILLO OCASO FCF, CARAMELO CLASEN ALMIDON MODIFICADO, FOSFATO DE POTASIO, FOSFATO TRICÁLCACO, MAÍZ, TARTRAZINA, GUANILATO DE INOSINATO DE SODIO, ACEITE VEGETAL CULTIVOS LACTEOS, SILICATO DE CALCIO, CREMA DULCE, HIDROLIZAN DE LEVADURA ESTEARATO DE CALCIO, ACIDO FUAAMCO, ACIDOMALICO,MANITOL (0,08g/100 HIDROXIDO DE SODIO, SAL YODADA, AZUCAR, BICARRONATO DE SODIO, TARTRAZINA, AMARILLO OCASO MOGLICERIDOS ACETILADOS."
7501011167759,"E160b,E160c","MAÍZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [CHILE, SAL YODADA, MALTODEXTRINA, ALMIDON MODIFICADO, ÁCIDO CÍTRICO, AZUCAR, TOMATE, SAL DE MAR, ESPECIAS, GLUTAMATO MONOSODICO, SOLIDOS DE MAÍZ, HARINA DE MAÍŽ, <span class=""allergen"">HARINA DE TRIGO</span>, DIOXIDO DE SILICIO, HIDROLIZADO DE LEVADURA, SABORIZANTE, DEXTROSA, SOIDOS DE JUGO DE LIMÓN, ROJO ALLURA AC, ÁCIDO MALICU AMARILLO OCASO FCF, EXTRACTO DE PAPRIKA, AZUL BRILLANTE FOE ACEITE VEGETAL, SUERO DE LECHE EN POLVO, INOSINATO DE SODIO TARTRAZINA, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA, FOSFATOS GUANILATO DE SODIO, CARAMELO EN POLVO, DIACETATO DE SODIO SEATO DE CALCIO, GOMA XANTANA, <span class=""allergen"">LACTOSA</span>, EXTRACTO DE APIO, AGEO ACETICO, ACHIOTE, ÁCIDO FUMÁRICÓ, ACIDO LACTICO INOFEROLES, MANITOL (0,002 G/100 G DE CONDIMENTO CARAMELO CLASE IV.1, ACHIOTE."
7501011194465,E160b,"Agua, Leche Descremada, Aceite Vegetal, Almidón Modificado, Puré de Tomate, Crema, Leche Entera, Sal, <span class=""allergen"">Queso</span> (2%) (Cultivos Lácteos, Sal, Enzimas), Saborizantes, Cebolla en Polvo, Ajo en Polvo, Grasa de Mantequilla, Maltodextrina, <span class=""allergen"">Queso</span> (1%) (Leche Entera, Cultivos Lácteos, Sal, Enzimas), Puré de Jalapeño [Jalapeño, Sal, Vinagre, Saborizante), Fosfato de Sodio, Hidrolizado de Levadura, Citrato de Sodio, Extracto de Annato, Glutamato Monosódico, Goma Celulosa, Ácido Acético, Esteres de Mono y Diglicéridos del Ácido Diacetil Tartárico, Especias, Jalapeño (0,8%), Ácido Cítrico,"
7501011194472,E160b,"Leche descremada, agua, aceite vegetal, Parcialmente Hidrogenado, Queso (cultivos lácteos, sal, enzimas), Almidón modificado, maltodextrina, sal, fosfatos de sodio, saborizantes, citrato de sodio, extracto de levadura, glutamato monosódico, achiote, mono y diglicéridos, ácido acético, ácido cítrico, especias."
7500478012107,"E160b,E160c","FRITOS: MAIZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [SAL YODADA OPATRINA, ACIDO CITRICO, DIÓXIDO DE SILICIO, GOMA ARÁBIGA, SABORIZANTE,JUGO DE LIMON), ACHIOTE. RANCHERITOS MAIZ NIXTAMALIZADO CON SAL Y SABOR LIMON. RANCHERITOS , CEREAL DE MAÍZ NIXTAMALIZADO CON CHILE Y ESPECIAS. MAIZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [CHILE, SAL YODADA TODEXTRINA, ALMIDON MODIFICADO, ACIDO CITRICO, AZUCAR, TOMATE, SAL DE MAR, ES TAMATO MONOSODICO, SÓLIDOS DE MAÍZ, HARINA DE MAIZ, <span class=""allergen"">HARINA DE TRIGO</span>, DIOXIDO DE SODIO DE LEVADURA, SABORIZANTE, DEXTROSA, SOLIDOS DE JUGO DE LIMON, ROJO ALLURA A cO, AM PILLOOCASO FCF, EXTRACTO DE PAPRIKA, AZUL BRILLANTE FCF, ACEITE VEGETAL, SUERO DEL POLVO, IN SINATO DE SODIO, TARTRAZINA, PROTEINA VEGETAL HIDROLIZADA DE SOYA ANILATO DE SODIO, CARAMELO EN POLVO, DIACETATO DE SODIO, SILICATO DE CALCIO, GOMA XANTA TOSA, EXTRACTO DE APIO, ACIDO ACETICO, ACHIOTE, ÁCIDO FUMÁRICO, ÁCIDO LÁCTICO, TOCFERNITOL (002 g/100 g DE CONDIMENTO), CARAMELO CLASE IVI, ACHIOTE CHEETOS, CEREAL DE MAIZ DE GRANO ENTERO (CON GERMEN Y CASCARILLA) (27%), CER EITE VEGETAL (CONTIENE TBHQ), CONDIMENTO (SOLIDOS DE LA LECHE, MALTODEXTRINA, SABU DADA, <span class=""allergen"">QUESOS</span>, ACETE LUEIAL, DEXTROSA, nMNA DE MAIZ, CHILE, GRASA BUTIRICA PEAL DE CON SABOR QUESO Y CHILE, REDUCIDA EN GRASA SATURADA Ui UNISODICO, DIOXIDO DE SILICIO, ÁCIDO LÁCTICO, CITRATO DE SODIO, TARTRA Erh W ACHIOTE, AMARILLO OCASO FCF, GOMA ARÁBIGA. AZUL BRILLANTE FCF, ROJ0 ALLI E SODIO, HIDROLIZADO DE LEVADURA, ÁCIDO MÁLICO, FOSFATO DE POTASIO, ACIDO CITRICO ALMIDON MODIFICADO, LECHE DESCEMADA, MONOGLICERIDOS, GUANILATO DISÓDICO, INOSINATO MANTEQUILLA, ACICOTUMILECITINA DESOYA, SORBATO DE POTASIO, HIDRÓXIDO DE SODIO DE CALCIO, FOSFATO TRICALCICO, MANITOL (0,003 g EN 100 g DE CONDIMENTO), BENZOATO DE SODIO. AMARILLO OCASO FCF CONTENE INGREDIENTES DE LECHEY SOTA."
7500478012114,E160b,"Maíz nixtamalizado, aceite vegetal (contiene tbhq), condimento [maltodextrina, sal yodada, ácido cítrico glutamato monosódico, azúcar, saborizantes (contiene gluten (cebada)), proteína vegetal hidrolizada de soya y de maíz, cloruro de potasio, diacetato de sodio, rojo allura ac, quesos, bicarbonato de sodio, ácido fumárico, especias, ácido málico, estearato de calcio, aceite vegetal, almidón modificado, goma arábiga, ácido acético, dióxido de silicio, guanilato de sodio, inosinato de sodio, amarillo ocaso fcf, sólidos de jugo de limón, fosfato de potasio, tartrazina, caramelo clase iv, bht, hidrolizado de levadura, manitol (0,001 g/100 g en condimento).], achiote."
0757528026936,"E100,E160b,E160c","MAIZ PALOMERO, ACEITE VEGETAL, SAZONADOR (MALTODEXTRINA, CLORURO DE POTASIO, GMS, INOSINATO DE SODIO, GUANILATO DE SODIO, SABORIZANTES NATURALES Y ARTIFICIALES SAL YODADA, ACIDO CITRICO, ACIDO ACETICO, PROTEINA HIDROLIZADA DE MAIZ Y <span class=""allergen"">SOYA</span>, DEXTROSA CHILE EN POLVO, AZUCAR, ALMIDON MODIFICADO, CEBOLLA EN POLVO, MOSTAZA EN POLVO, SOLIDOS DE LA LECHE, AJO EN POLVO, EXTRACTO DE ANNATO, EXTRACTO DE CURCUMA, EXTRACTO DE PAPRIKA ACEITE DE SOYA),"
7501040095290,E160a,"Leche parcialmente descremada pasteurizada estandarizada, preparado sabor Fresa (Fresa, Almidón modificado, Saborizante artificial Fresa, ácido citrico, Sorbato de potasio, Carmín y Bela Caroteno), Sabonzantes artificiales y naturales, enzimas, cultivos lácticos, cultivos probióticos y cultivos de origen griego. Contiene<span class=""allergen"">: Leche</span>. Puede contener<span class=""allergen"">: Gluten</span> (<span class=""allergen"">Trigo</span>), <span class=""allergen"">Nueces</span>. Contiene 1% Grasa de Leche. Bajo en Grasa. *Contiene Azúcares Propios de la <span class=""allergen"">Leche</span> y de la Fresa. Triple proteina. **Comparado contra Yoplait Beber Fresa con 1.7g de proteína. 12 g de proteina por envase. Sin Azúcares Añadidos. Hecho con cultivos de origen griego. Siama"
7500463027635,E100,"Silicato de calcio, proteina vegetal hidrolizada, ajo en polvo, cebolla en polvo, aceite, curcuma, perejil, azúcar, fécula de papa, sal, oleorresina de apio, dextrosa IM.P (inosinato disódico)."
0020515100000,E160b,"Leche entera pasteurizada de vaca, leche descremada reconstituida, grasas y/o aceites vegetales parcialmente hidrogenados, sal yodada, grasa butírica, caseinatos, ácido acético, cloruro de calcio, citrato de sodio, saborizante natural, cuajo, extracto de annato."
